Year_Built,Remodel_Year,Lot_Area,Total_SqFt,Basement_SqFt,Bedrooms,Bathrooms,Garage_Cars,Fireplaces,Has_Pool,Overall_Qual,Neighborhood,House_Condition,Garage_Type,Heating_Type,Sale_Price
1954,1996,12869,4004,1056,2,2.0,3,2,0,5,Suburbs,Poor,Attached,Gas,534627
2018,2001,7944,3459,407,3,3.5,0,2,0,6,Rural,Poor,None,Gas,358961
2013,2013,18410,1804,1112,5,2.0,1,0,0,8,Historic,Good,Attached,Electric,629129
1963,2011,18471,3761,1630,1,2.5,2,3,1,2,Downtown,Good,Attached,Gas,1082640
1999,2019,12678,3646,220,6,3.0,2,1,0,7,Rural,Excellent,Attached,Gas,752168
1975,2009,11633,2966,1092,4,4.0,0,3,0,4,Suburbs,Poor,None,Electric,446485
2021,2015,11462,1149,1317,6,2.5,2,2,0,9,Historic,Poor,Attached,Gas,449443
2018,2018,16888,3764,1260,1,2.5,2,1,0,6,Suburbs,Good,Attached,Electric,777484
1956,1956,19727,1486,1930,2,3.5,3,1,1,7,Rural,Fair,Attached,Electric,385977
1965,1965,19203,1341,1183,6,3.5,3,3,1,6,Waterfront,Fair,Detached,Gas,866347
2004,2004,6081,3926,1855,5,3.0,3,1,0,8,Historic,Good,Attached,Electric,1002725
2005,2005,12449,1160,839,5,2.5,3,2,0,6,Rural,Excellent,Attached,Gas,426453
1953,1992,18657,3555,787,3,2.0,2,0,0,7,Suburbs,Good,Attached,Electric,768514
1997,1997,5291,4324,1313,6,3.0,3,0,0,8,Rural,Good,Attached,Gas,666825
1966,1991,4532,4424,1902,2,3.5,3,0,0,1,Historic,Good,Attached,Gas,937089
1985,1985,7362,3532,553,4,3.5,1,3,0,10,Rural,Good,Attached,Electric,556461
2019,2019,19015,3177,1927,3,1.5,2,0,0,4,Downtown,Poor,Detached,Oil,648479
1987,1987,7988,3066,577,2,2.5,3,0,0,6,Historic,Excellent,Attached,Solar,977599
2011,2011,9344,3055,532,3,2.5,3,0,0,1,Rural,Good,Attached,Electric,393665
1997,1991,11430,2493,334,6,4.0,3,1,0,4,Rural,Good,Attached,Gas,441979
1959,1959,18693,3692,1020,1,3.0,0,1,1,6,Suburbs,Good,None,Gas,696998
1985,1985,12106,884,1605,6,2.0,0,1,0,7,Rural,Good,None,Gas,333865
1978,1992,4438,1484,1796,2,1.0,0,2,0,6,Suburbs,Good,None,Electric,416675
1953,1953,17819,1044,1525,4,2.5,2,2,0,4,Rural,Excellent,Attached,Gas,382149
1993,1993,12652,3719,245,4,1.5,1,2,0,7,Downtown,Good,Attached,Solar,1007190
2005,2005,9389,3870,1346,2,3.5,2,0,0,10,Rural,Good,Attached,Gas,622263
1991,1991,6079,2158,1770,3,3.5,3,1,0,2,Historic,Excellent,Attached,Gas,801860
1962,1962,9295,4083,1962,5,2.5,2,2,0,6,Downtown,Fair,Attached,Gas,990859
1995,1995,16703,1395,1807,2,2.5,2,3,0,5,Historic,Good,Detached,Oil,540562
1982,2013,11558,3532,610,6,3.5,0,1,1,2,Suburbs,Good,None,Electric,656805
1970,2009,6741,4054,328,4,2.0,0,0,0,9,Historic,Fair,None,Electric,768186
2006,2006,16881,1956,546,1,1.5,2,1,1,7,Waterfront,Excellent,Attached,Gas,1200000
2018,2018,19469,3861,338,4,4.0,3,0,0,3,Rural,Excellent,Detached,Oil,726047
2019,2019,18414,3861,1194,5,3.5,2,2,0,7,Rural,Fair,Attached,Gas,556562
2016,1993,17329,2623,1133,4,3.5,2,0,0,6,Historic,Good,Attached,Oil,732599
1997,1997,19382,2597,993,5,1.5,3,0,0,7,Suburbs,Good,Detached,Electric,663640
1982,2020,11323,1149,806,2,1.5,3,3,0,4,Suburbs,Fair,Attached,Gas,338461
1985,2011,10588,3129,1033,4,1.0,1,1,0,10,Rural,Fair,Attached,Electric,455271
1982,1982,3903,3140,1225,3,1.5,3,0,0,8,Waterfront,Poor,Attached,Electric,812030
1980,2017,14648,2092,1939,6,3.5,3,3,0,8,Waterfront,Good,Detached,Gas,1200000
1970,1970,12955,2684,1280,3,1.5,3,3,0,7,Waterfront,Good,Detached,Oil,1200000
1976,1976,5804,4068,1285,6,3.0,2,3,0,7,Suburbs,Good,Attached,Gas,856710
2021,2021,4284,2360,692,4,2.0,0,2,0,10,Waterfront,Excellent,None,Gas,1200000
2011,2011,3689,1783,429,4,2.0,3,2,0,8,Downtown,Good,Attached,Gas,725494
1975,2013,7782,2867,1530,6,4.0,3,0,0,1,Suburbs,Good,Attached,Gas,607662
2015,1999,7507,3606,1089,1,1.5,3,1,0,6,Downtown,Poor,Detached,Electric,705283
1961,1961,4996,2663,805,4,2.0,2,2,0,2,Suburbs,Good,Detached,Gas,503450
1971,2009,19813,2779,1696,1,2.0,0,2,0,1,Suburbs,Good,None,Electric,561972
1966,1966,11631,2536,1602,1,1.5,1,0,0,10,Suburbs,Good,Attached,Gas,667386
1956,1956,7507,3252,611,6,2.5,1,0,0,7,Rural,Excellent,Detached,Solar,609432
2017,2017,3527,1938,1612,1,2.0,2,2,0,6,Suburbs,Excellent,Detached,Electric,624302
1986,2021,5996,2718,34,1,3.0,0,0,0,5,Suburbs,Good,None,Oil,554112
1987,1999,6467,1500,1998,2,3.5,3,3,1,5,Suburbs,Excellent,Attached,Gas,697929
1960,2005,17772,3827,556,3,2.5,1,0,0,9,Suburbs,Good,Detached,Gas,752277
1950,2021,3703,2873,1685,1,1.0,3,3,0,9,Suburbs,Fair,Detached,Gas,603205
1974,1974,3662,1365,490,3,3.0,2,2,0,6,Downtown,Fair,Attached,Electric,448092
1991,1991,12114,1194,1603,1,1.0,1,1,0,3,Rural,Good,Attached,Oil,256412
2001,1996,9256,2756,253,3,3.0,2,3,0,7,Rural,Excellent,Attached,Gas,646462
1973,2007,11367,3848,16,4,3.0,2,1,0,4,Rural,Fair,Detached,Gas,465595
2002,2002,16460,4252,260,4,1.5,0,2,1,5,Suburbs,Fair,None,Oil,691561
2005,1992,8297,1322,1748,3,3.5,2,0,0,7,Suburbs,Excellent,Detached,Gas,608398
2012,2012,11573,2362,1848,1,3.5,2,3,0,7,Historic,Fair,Detached,Electric,642704
1957,1957,18582,3709,1279,2,3.5,3,3,0,10,Suburbs,Good,Attached,Electric,874723
2008,1996,8378,1906,727,3,2.0,2,2,1,8,Suburbs,Fair,Attached,Oil,480724
1994,1999,16500,3649,1886,5,3.0,3,2,0,1,Downtown,Poor,Attached,Gas,719104
1976,1976,3305,1349,1447,2,3.5,2,0,0,5,Suburbs,Excellent,Attached,Gas,569078
2001,2001,7697,2268,500,5,2.0,3,1,0,9,Suburbs,Fair,Attached,Electric,519238
1967,1967,10222,2934,1015,3,3.5,3,3,0,7,Suburbs,Good,Attached,Solar,711808
1965,2006,10933,1632,285,1,1.0,1,1,0,2,Rural,Poor,Attached,Gas,171362
2015,2003,14463,1186,1961,5,1.0,2,3,1,1,Suburbs,Good,Attached,Gas,419297
1954,2006,3402,1762,6,3,3.5,2,3,0,8,Rural,Fair,Attached,Electric,316775
1952,1952,15901,3515,1520,2,3.5,1,0,0,9,Waterfront,Excellent,Attached,Solar,1200000
2019,2010,9940,2221,1915,1,3.5,3,3,1,10,Waterfront,Good,Attached,Oil,1200000
1956,1995,19022,1085,1222,5,4.0,0,3,0,5,Rural,Excellent,None,Solar,478669
1999,1999,11095,3545,1626,3,1.5,0,2,0,6,Historic,Poor,None,Gas,584584
1963,1963,13842,3812,658,1,1.5,1,0,0,2,Downtown,Fair,Detached,Gas,743904
1987,1987,7544,1168,936,1,3.5,3,2,0,5,Suburbs,Fair,Attached,Electric,376003
1996,1996,9074,3502,1441,4,1.5,3,3,0,4,Downtown,Poor,Detached,Oil,706621
1982,1997,9850,2245,1685,1,3.0,0,0,1,8,Rural,Excellent,None,Gas,592107
1992,2018,3750,2541,51,3,2.5,2,3,0,8,Historic,Good,Detached,Gas,721579
1978,2006,4617,3501,242,2,1.0,3,0,0,5,Suburbs,Excellent,Attached,Oil,845001
2006,2006,5530,3544,1242,6,2.0,1,1,0,8,Historic,Excellent,Detached,Gas,1193194
1954,2007,6333,2266,517,4,2.5,0,1,0,6,Downtown,Excellent,None,Gas,918418
2009,2009,10234,2576,969,3,3.5,2,0,0,10,Historic,Good,Detached,Electric,826674
2019,2019,3511,2343,108,3,3.0,2,3,0,6,Suburbs,Good,Detached,Electric,511873
1951,2004,17546,3871,1374,3,3.0,2,0,0,4,Downtown,Excellent,Attached,Electric,1200000
2019,2019,8082,4455,920,5,2.5,1,3,0,10,Suburbs,Excellent,Attached,Gas,1174153
1992,1992,19636,1714,65,5,2.0,3,1,0,3,Suburbs,Excellent,Attached,Electric,568348
1953,1992,11820,1087,1033,2,1.5,2,3,0,9,Suburbs,Poor,Detached,Electric,336513
2005,1998,6476,894,201,3,2.0,2,2,0,5,Suburbs,Fair,Attached,Electric,259225
2008,2008,12178,3516,1817,5,1.0,1,1,0,10,Waterfront,Poor,Attached,Electric,983137
1958,2009,4725,2888,900,5,1.5,2,2,0,10,Suburbs,Good,Attached,Gas,708083
1952,2004,16765,1130,213,5,2.5,1,1,0,4,Suburbs,Good,Attached,Gas,390429
1997,2018,4701,2636,67,2,2.5,1,1,0,6,Rural,Fair,Attached,Gas,334435
1992,1994,11496,2604,758,2,1.0,3,2,0,4,Rural,Good,Detached,Gas,408189
1950,1996,15270,1978,865,3,3.0,2,0,0,6,Suburbs,Good,Detached,Electric,535077
2006,2006,13472,3351,326,4,2.5,3,3,0,10,Suburbs,Excellent,Attached,Oil,1020202
2002,2021,5807,1074,1073,3,1.0,1,1,0,8,Downtown,Excellent,Attached,Electric,687577
1965,2022,18654,2388,1040,5,4.0,2,3,0,8,Suburbs,Good,Attached,Oil,710605
2000,2021,14078,3026,522,6,1.5,0,1,0,6,Rural,Good,None,Gas,508203
2004,2014,10572,2756,1844,5,3.5,1,3,0,1,Suburbs,Good,Attached,Gas,565650
1950,1950,11698,2575,1329,1,1.0,1,1,0,1,Suburbs,Excellent,Attached,Gas,632155
1977,1977,7856,2984,1415,6,3.5,2,0,0,3,Rural,Excellent,Attached,Gas,639498
2002,1998,9724,1566,987,6,1.0,1,1,0,2,Downtown,Fair,Detached,Gas,439121
2007,2007,12245,1787,1147,3,3.5,0,0,0,1,Rural,Excellent,None,Electric,397114
2022,2022,13866,2559,1003,5,2.0,0,1,0,1,Suburbs,Good,None,Solar,478235
2009,2009,13096,2003,503,5,3.0,3,3,0,6,Historic,Fair,Detached,Gas,550568
2008,2008,7587,4053,1248,4,2.0,1,2,0,7,Suburbs,Excellent,Attached,Gas,1016675
1971,1996,7922,4130,755,1,1.0,3,1,0,8,Waterfront,Excellent,Attached,Oil,1200000
1957,2002,8046,3090,1341,3,3.5,3,1,0,3,Rural,Good,Attached,Gas,470273
1998,1998,10203,1919,472,2,1.0,3,0,0,1,Downtown,Good,Attached,Oil,505477
1991,1991,18403,996,1867,3,4.0,3,3,0,5,Rural,Good,Attached,Electric,364452
1976,1976,12828,1325,1914,6,1.0,3,0,1,8,Historic,Fair,Attached,Solar,588970
1988,1988,18797,1431,857,3,2.5,3,3,0,4,Rural,Excellent,Attached,Gas,484032
1974,1974,3038,2210,540,4,3.0,0,3,1,2,Waterfront,Good,None,Electric,804852
1987,2006,9265,1207,1381,3,2.0,2,0,0,9,Historic,Good,Detached,Electric,572871
1973,1973,9598,2092,1506,4,1.5,0,2,0,9,Suburbs,Excellent,None,Electric,710786
1973,2002,5415,1994,868,6,3.5,2,3,0,3,Suburbs,Good,Detached,Gas,518830
2009,2009,17306,2748,877,4,3.5,2,2,0,7,Rural,Good,Attached,Gas,541495
1999,1995,17577,4455,939,5,4.0,3,0,0,1,Suburbs,Good,Detached,Electric,791346
2015,2015,14885,1490,876,2,2.0,3,2,1,8,Waterfront,Excellent,Attached,Electric,1200000
1963,2013,14377,3017,1452,6,2.5,1,3,0,8,Historic,Good,Detached,Oil,869596
2002,2002,14058,958,796,4,2.0,2,0,0,3,Suburbs,Good,Attached,Electric,361468
1981,1981,10443,4380,1520,1,2.0,0,2,0,5,Suburbs,Fair,None,Electric,681301
1997,1997,7383,3294,471,6,3.5,2,0,1,4,Waterfront,Excellent,Attached,Gas,1200000
1988,2000,4593,2489,1594,1,2.0,2,0,0,7,Suburbs,Good,Attached,Electric,613144
1989,1989,17758,2737,1678,2,2.5,0,2,0,7,Waterfront,Good,None,Electric,1170616
1991,1993,10026,1817,837,4,2.0,1,3,0,8,Suburbs,Fair,Attached,Oil,424913
1957,2012,5612,3953,1887,6,3.0,3,3,0,5,Rural,Good,Detached,Solar,639514
1975,2012,14329,1880,1323,6,4.0,2,3,0,5,Downtown,Good,Detached,Gas,828381
1961,2010,4908,4390,1761,2,3.0,0,3,0,8,Rural,Fair,None,Oil,525184
1992,1992,9954,911,1699,5,2.5,0,1,0,5,Suburbs,Fair,None,Gas,358016
2000,2000,18185,847,83,1,3.5,0,0,0,1,Rural,Good,None,Gas,183647
2012,2012,18496,4463,376,6,3.0,3,0,0,3,Suburbs,Good,Attached,Electric,800384
1998,2017,5928,2710,1336,3,1.0,0,1,0,2,Rural,Fair,None,Gas,318949
1976,2007,12280,1175,1652,1,1.5,2,0,1,10,Historic,Poor,Detached,Electric,424069
1958,1996,10681,1627,1343,4,1.0,1,0,1,5,Suburbs,Fair,Detached,Gas,421865
1988,1988,7127,2880,203,2,2.5,3,2,0,8,Downtown,Good,Attached,Gas,843932
2014,2003,7963,3351,1378,1,3.5,1,1,0,9,Downtown,Excellent,Detached,Electric,1200000
2020,2019,14761,1426,1008,3,2.0,0,0,0,9,Rural,Good,None,Electric,375133
2020,2003,16554,2719,1317,3,2.0,0,0,0,1,Rural,Fair,None,Solar,333813
1956,1998,12357,1826,503,2,3.5,3,1,0,1,Suburbs,Good,Attached,Electric,403171
2021,2021,3987,4357,1168,2,3.5,1,1,0,1,Suburbs,Good,Attached,Electric,682004
2016,2016,4965,4387,538,1,3.0,3,2,0,1,Suburbs,Fair,Attached,Gas,609583
1959,1959,10316,2691,16,4,2.0,0,2,0,9,Rural,Good,None,Gas,436424
2020,1994,17046,2889,574,5,1.5,1,3,0,1,Suburbs,Fair,Detached,Gas,447909
2002,2015,3868,2856,1802,3,1.0,3,3,0,7,Historic,Good,Attached,Electric,780526
2006,2006,7378,3847,575,2,1.5,2,2,0,6,Downtown,Good,Attached,Electric,945369
1976,1976,18463,1618,1014,5,2.0,3,0,0,9,Rural,Good,Attached,Gas,405225
2003,2003,16246,1456,1062,5,2.5,3,1,0,9,Suburbs,Fair,Attached,Electric,486116
1953,2002,4076,4480,129,5,1.0,0,2,0,4,Suburbs,Excellent,None,Electric,916032
1972,1972,18169,2611,114,4,1.5,2,3,0,9,Rural,Excellent,Detached,Gas,650717
1997,1997,9385,4013,1473,2,1.5,2,1,0,6,Rural,Poor,Attached,Gas,402649
1991,1991,11222,1589,949,3,3.0,1,3,0,5,Historic,Excellent,Attached,Oil,733890
1952,1952,8480,2259,1948,2,3.0,2,0,0,9,Downtown,Good,Attached,Electric,858590
1952,2012,10777,3898,1068,1,2.5,0,0,0,7,Downtown,Good,None,Oil,1091460
1977,2002,8362,3914,215,3,2.0,2,3,0,9,Rural,Good,Attached,Gas,569969
2012,2012,3950,1954,1623,2,2.0,1,1,0,5,Rural,Good,Attached,Solar,345380
1980,2020,11250,4087,847,3,1.5,2,3,0,4,Suburbs,Excellent,Attached,Gas,1017695
1959,1959,5818,2429,1438,1,1.5,2,1,0,10,Downtown,Good,Detached,Gas,830328
1998,1991,6600,2343,688,6,3.5,3,2,1,3,Downtown,Good,Detached,Solar,776265
1970,1970,14341,3445,1002,3,4.0,2,3,0,5,Historic,Good,Detached,Gas,872842
2002,2002,18053,4216,264,6,3.0,3,3,0,9,Suburbs,Excellent,Attached,Electric,1200000
2003,2018,17333,4379,1946,5,4.0,2,1,1,3,Suburbs,Good,Attached,Gas,897325
2006,2006,9255,2473,1463,4,3.0,2,2,0,1,Suburbs,Excellent,Attached,Electric,658814
1969,1969,13907,2704,616,1,1.0,3,1,0,2,Suburbs,Good,Detached,Solar,501253
1998,1998,19007,2236,1404,3,4.0,3,1,0,10,Downtown,Excellent,Attached,Gas,1200000
1956,2018,17241,1735,1869,1,1.5,1,3,0,5,Suburbs,Excellent,Detached,Electric,680111
1978,1978,15090,4117,300,5,3.0,0,3,0,3,Downtown,Fair,None,Gas,840906
1997,2011,15305,4320,984,6,2.0,0,1,0,6,Waterfront,Good,None,Electric,1200000
1962,2013,16065,3859,1194,4,2.0,2,0,0,8,Suburbs,Poor,Attached,Gas,596564
1952,1997,15647,820,1643,1,3.0,3,0,0,6,Suburbs,Poor,Attached,Gas,306686
1951,1995,11523,1798,405,6,2.5,3,0,0,10,Historic,Good,Attached,Gas,708804
1965,1996,9037,2231,1378,5,2.0,2,3,0,9,Rural,Excellent,Detached,Gas,637379
1955,1955,3527,1256,160,5,2.0,0,3,0,6,Suburbs,Good,None,Solar,317107
1994,1994,12290,2267,1818,5,2.0,2,2,1,5,Suburbs,Fair,Attached,Gas,526447
2020,2020,3211,2827,1575,6,4.0,2,3,0,4,Suburbs,Good,Attached,Gas,663501
1954,1954,13522,3861,25,3,3.5,0,2,0,2,Rural,Excellent,None,Gas,608354
2005,2013,18115,1064,82,2,2.5,0,3,0,6,Historic,Good,None,Gas,475830
2020,2020,8149,3031,172,1,1.5,2,0,0,2,Rural,Fair,Attached,Electric,322822
1981,1981,12224,3074,998,2,3.5,3,0,0,5,Rural,Fair,Detached,Solar,428111
1998,1998,16621,4419,1708,5,1.5,1,1,0,1,Rural,Excellent,Attached,Gas,755848
1962,1962,9820,4117,793,2,1.5,3,1,0,3,Suburbs,Good,Attached,Oil,744931
1979,1999,17761,2846,1093,6,2.0,0,2,0,10,Downtown,Excellent,None,Electric,1200000
1974,1974,13032,3944,834,5,3.5,0,2,1,5,Rural,Excellent,None,Gas,738450
2009,2009,17002,4021,5,5,1.5,3,1,0,7,Historic,Fair,Detached,Electric,845344
2008,2008,13330,4384,795,4,1.5,2,2,0,8,Suburbs,Excellent,Attached,Electric,1107361
1977,2003,15743,3940,1218,4,2.5,0,3,0,7,Rural,Good,None,Electric,595082
2007,1992,19827,1768,524,6,2.0,1,0,0,7,Suburbs,Excellent,Attached,Oil,661942
1969,2019,12671,1604,62,6,2.5,3,1,0,2,Suburbs,Fair,Attached,Gas,375436
1983,2007,14577,2053,1036,2,2.5,2,1,1,6,Downtown,Fair,Attached,Solar,674177
1954,1995,19617,1522,760,1,2.5,3,3,0,5,Suburbs,Good,Attached,Oil,486377
2009,2009,13222,1895,204,2,1.5,2,2,0,9,Waterfront,Fair,Detached,Electric,801955
1992,2008,3386,1801,896,6,1.5,3,1,0,10,Suburbs,Excellent,Detached,Electric,724520
2006,2015,4634,3722,1788,1,3.5,1,1,1,4,Rural,Good,Attached,Gas,544038
2006,2001,11110,4479,39,2,3.5,3,3,0,7,Waterfront,Good,Attached,Solar,1200000
2003,1997,7133,4268,1188,3,1.5,3,0,1,8,Historic,Excellent,Attached,Electric,1200000
1994,1999,12376,883,1054,3,1.5,3,1,1,6,Suburbs,Good,Attached,Gas,441016
1986,1986,8581,1539,1552,1,1.0,3,1,0,3,Suburbs,Poor,Detached,Gas,281006
1997,1997,4967,4170,1672,4,3.0,0,3,0,5,Suburbs,Excellent,None,Electric,993780
2003,2020,8767,4164,876,1,3.0,2,1,0,1,Historic,Good,Attached,Gas,798859
1997,1997,11753,2557,1855,2,2.0,3,1,0,8,Historic,Excellent,Attached,Gas,1020007
1955,2019,7901,2793,824,5,3.0,3,0,0,2,Suburbs,Excellent,Detached,Electric,753027
1983,1983,13121,1022,908,3,3.0,0,1,0,10,Waterfront,Poor,None,Gas,581662
2012,2012,17633,3640,1700,5,4.0,1,3,0,7,Suburbs,Good,Attached,Gas,856888
1997,2014,13707,3580,397,3,1.0,2,0,0,9,Rural,Good,Attached,Gas,564526
1972,2003,15333,4087,1482,2,1.5,2,0,0,1,Downtown,Fair,Detached,Gas,831507
1962,2013,14938,4102,1816,3,1.0,3,0,0,4,Waterfront,Excellent,Attached,Electric,1200000
1996,1996,14548,3252,1246,1,3.5,3,2,0,7,Downtown,Good,Attached,Electric,1057520
1993,1993,18115,1992,633,5,3.5,2,3,0,9,Waterfront,Good,Detached,Gas,1160223
1981,1981,12843,1128,1101,6,2.5,3,2,0,2,Waterfront,Good,Detached,Gas,758519
1975,1975,7177,1225,1848,5,1.5,3,1,0,2,Rural,Poor,Detached,Electric,208204
2002,2002,10211,2377,838,2,2.0,3,0,0,6,Downtown,Fair,Detached,Gas,705210
1963,2021,10873,1569,599,6,2.0,1,2,1,3,Suburbs,Good,Detached,Gas,451277
2001,2001,6841,2019,624,5,2.5,1,1,0,4,Suburbs,Fair,Attached,Gas,389872
1985,2011,9416,1407,1635,2,2.0,2,2,0,3,Suburbs,Excellent,Attached,Oil,565148
1957,1957,13633,2652,1961,4,1.0,1,0,0,1,Downtown,Excellent,Attached,Oil,981535
1989,1989,7885,3373,937,1,3.0,1,1,0,6,Historic,Excellent,Attached,Oil,1015570
1971,1971,3594,3472,1838,3,2.0,2,0,1,2,Rural,Good,Detached,Electric,449781
1965,2000,17393,2924,883,3,2.5,0,0,0,2,Suburbs,Good,None,Electric,527905
2009,2000,5612,2846,1451,3,1.5,0,2,0,7,Suburbs,Good,None,Electric,591201
2009,2009,15288,2100,424,4,3.5,3,3,0,5,Suburbs,Poor,Detached,Electric,398045
1959,2012,7861,1719,386,1,2.5,2,1,0,8,Rural,Good,Attached,Gas,336723
1974,2022,7766,3793,1262,5,3.5,2,1,0,2,Suburbs,Good,Attached,Electric,707173
1980,1990,6358,1265,1003,5,2.5,0,3,0,10,Historic,Excellent,None,Oil,775060
1970,2009,17846,2764,857,1,4.0,3,1,0,8,Suburbs,Excellent,Detached,Electric,921187
1982,1982,3914,2271,622,6,3.5,3,2,0,7,Historic,Good,Detached,Gas,700287
1980,2018,4995,4191,89,1,2.5,3,1,0,10,Historic,Good,Detached,Gas,981973
1970,2015,3094,2745,384,3,4.0,2,2,0,8,Suburbs,Fair,Detached,Electric,503883
1985,1992,11684,1983,1998,5,2.0,0,1,0,3,Historic,Excellent,None,Electric,788504
2014,2010,18100,3339,1162,1,2.0,2,2,0,8,Downtown,Excellent,Attached,Oil,1200000
1953,1953,3149,3160,996,5,1.0,2,3,0,6,Waterfront,Good,Detached,Gas,1110641
2017,2017,5803,2454,646,1,3.0,0,1,0,2,Suburbs,Excellent,None,Oil,546407
1953,2006,17466,2839,1547,2,3.0,2,2,1,6,Historic,Excellent,Attached,Electric,1160433
1958,2012,10276,1984,1267,3,3.5,2,0,0,5,Historic,Fair,Detached,Oil,520395
1979,1979,3551,3155,1528,1,1.5,1,0,1,3,Waterfront,Excellent,Attached,Electric,1200000
1994,1994,18480,4017,421,4,2.5,0,0,0,1,Waterfront,Good,None,Electric,1200000
1953,1992,11486,2498,1205,1,1.5,1,1,0,7,Suburbs,Good,Attached,Electric,545867
2018,2018,19839,4267,1218,2,3.0,3,2,0,2,Downtown,Excellent,Detached,Electric,1200000
1972,1972,12745,3538,873,4,1.5,2,0,0,1,Suburbs,Good,Attached,Solar,618153
1965,1965,11360,2936,1657,4,3.5,1,1,0,1,Suburbs,Fair,Detached,Gas,468461
1971,2014,15997,3582,52,1,1.5,2,2,0,7,Rural,Good,Attached,Gas,529775
2021,1990,10310,1577,985,2,2.0,1,0,0,1,Suburbs,Fair,Attached,Solar,289516
1997,2001,8817,3598,1013,4,3.5,1,0,1,9,Historic,Excellent,Attached,Electric,1200000
2011,2013,13568,4179,1951,3,2.5,0,1,0,6,Rural,Fair,None,Electric,519179
2009,2009,11070,4417,1891,6,1.0,1,2,0,4,Waterfront,Excellent,Attached,Electric,1200000
1954,1954,4320,3218,684,3,2.5,1,1,0,4,Downtown,Good,Attached,Gas,783795
1956,1994,9153,3298,178,5,1.5,3,0,0,5,Historic,Good,Detached,Oil,743726
2000,2000,9589,966,292,5,4.0,2,1,0,2,Historic,Poor,Attached,Electric,295631
2014,2014,18589,3239,374,2,3.0,0,1,0,5,Suburbs,Good,None,Gas,669665
1958,1991,6607,1535,1082,4,2.0,1,0,0,2,Rural,Excellent,Attached,Gas,362589
1994,1994,13317,3338,1077,3,2.5,2,0,1,4,Waterfront,Excellent,Detached,Oil,1200000
1996,2013,13432,1724,1937,3,1.0,3,2,0,10,Suburbs,Fair,Attached,Gas,516260
2016,1998,3400,1973,1792,6,3.5,3,2,0,5,Suburbs,Good,Attached,Oil,503971
1973,2019,19746,2291,1268,2,4.0,2,0,0,6,Suburbs,Fair,Detached,Gas,529148
1959,1959,6851,2789,1172,4,3.5,2,0,0,6,Downtown,Excellent,Detached,Electric,1146466
2022,2022,13498,1866,795,2,2.0,3,3,1,9,Suburbs,Good,Detached,Solar,599230
1997,2010,3084,1744,1391,1,2.0,2,3,0,4,Downtown,Excellent,Attached,Electric,749696
1984,2011,4824,828,15,3,1.0,1,2,0,5,Downtown,Poor,Attached,Gas,293350
2003,2003,15077,2697,175,2,3.0,2,1,0,6,Downtown,Good,Attached,Electric,866670
2020,1994,18930,2455,1563,2,2.5,0,0,0,4,Historic,Poor,None,Gas,457923
1965,1995,15549,2672,1429,6,2.5,3,0,0,6,Suburbs,Good,Attached,Gas,694333
2002,1999,13113,1854,1490,1,3.5,2,1,0,2,Historic,Good,Attached,Solar,533387
1989,1989,18132,3540,1903,5,1.5,3,2,0,7,Suburbs,Good,Attached,Oil,815527
1969,1969,11822,2497,128,3,1.0,2,3,0,3,Suburbs,Good,Detached,Electric,449267
2018,2018,10418,2975,1246,6,1.0,1,2,0,10,Suburbs,Fair,Attached,Gas,621887
1994,1994,5371,3614,883,2,1.5,0,1,0,4,Suburbs,Poor,None,Gas,417967
1955,2017,10068,4165,1267,3,1.0,3,0,0,9,Downtown,Fair,Attached,Gas,1000767
2018,2018,14859,3288,425,5,2.5,0,3,0,5,Rural,Fair,None,Electric,421077
1998,2019,10464,3716,353,2,2.0,2,1,0,9,Suburbs,Good,Attached,Oil,749058
1988,1988,16548,2211,749,1,1.5,3,0,0,10,Rural,Good,Detached,Electric,451481
1951,1992,10121,2589,743,3,3.5,0,2,1,10,Rural,Poor,None,Oil,357459
1988,1988,12840,2465,1349,6,1.5,2,3,0,10,Suburbs,Excellent,Attached,Gas,898951
1970,1970,7312,1323,1627,1,3.0,0,0,0,10,Downtown,Fair,None,Gas,554319
1989,1989,11000,2370,1026,5,2.0,1,0,0,6,Waterfront,Fair,Attached,Gas,807880
2003,1992,12461,2533,478,5,2.5,0,0,1,8,Suburbs,Good,None,Gas,610372
1961,1961,3318,1559,975,3,4.0,1,0,0,5,Downtown,Poor,Detached,Gas,389533
1986,1986,18329,2957,1104,5,1.0,3,0,1,5,Historic,Good,Attached,Solar,810039
1987,1987,18791,2151,43,4,2.5,3,2,0,3,Downtown,Good,Attached,Gas,737276
1964,2006,17372,4276,154,6,3.5,3,1,0,7,Rural,Excellent,Attached,Solar,813426
1956,2001,18935,2068,946,3,3.0,1,3,0,2,Historic,Good,Attached,Gas,602917
1999,2020,18701,2585,1559,4,2.0,3,2,0,3,Suburbs,Good,Attached,Solar,642564
2014,2022,14250,2652,1939,5,2.0,2,3,0,2,Downtown,Good,Attached,Electric,921648
2016,2016,4602,3010,927,3,3.0,2,0,0,8,Downtown,Fair,Attached,Solar,744793
1993,1992,12047,3407,98,4,3.5,3,1,0,4,Suburbs,Poor,Detached,Gas,463587
1980,1980,18234,1198,1420,5,1.0,2,0,0,10,Downtown,Excellent,Attached,Electric,1004254
1992,1992,10532,3430,1903,2,1.0,1,2,0,8,Rural,Good,Attached,Solar,548510
1997,2021,10366,3246,170,2,2.0,1,2,1,8,Downtown,Poor,Detached,Gas,650429
